frame,timestamp_sec,ear,mar,status,blink_count,yawn_count,alarm_active
714,23.8,0.069,0.177,NORMAL,3,0,False
715,23.83,0.119,0.192,NORMAL,3,0,False
716,23.87,0.115,0.12,NORMAL,3,0,False
717,23.9,0.189,0.146,NORMAL,3,0,False
718,23.93,0.174,0.054,NORMAL,3,0,False
719,23.97,0.098,0.051,NORMAL,3,0,False
720,24.0,0.109,0.149,NORMAL,3,0,False
721,24.03,0.08,0.248,NORMAL,3,0,False
722,24.07,0.156,0.237,NORMAL,3,0,False
723,24.1,0.248,0.025,NORMAL,3,0,False
724,24.13,0.248,0.0,NORMAL,3,0,False
725,24.17,0.255,0.017,NORMAL,3,0,False
726,24.2,0.239,0.017,NORMAL,4,0,False
727,24.23,0.286,0.016,NORMAL,4,0,False
728,24.27,0.3,0.05,NORMAL,4,0,False
729,24.3,0.302,0.016,NORMAL,4,0,False
730,24.33,0.324,0.03,NORMAL,4,0,False
731,24.37,0.316,0.0,NORMAL,4,0,False
732,24.4,0.319,0.015,NORMAL,4,0,False
733,24.43,0.312,0.015,NORMAL,4,0,False
734,24.47,0.284,0.015,NORMAL,4,0,False
735,24.5,0.274,0.033,NORMAL,4,0,False
736,24.53,0.32,0.021,NORMAL,4,0,False
737,24.57,0.296,0.014,NORMAL,4,0,False
738,24.6,0.296,0.034,NORMAL,4,0,False
739,24.63,0.292,0.033,NORMAL,4,0,False
740,24.67,0.296,0.031,NORMAL,4,0,False
741,24.7,0.312,0.03,NORMAL,4,0,False
742,24.73,0.282,0.015,NORMAL,4,0,False
743,24.77,0.267,0.015,NORMAL,4,0,False
744,24.8,0.293,0.0,NORMAL,4,0,False
745,24.83,0.302,0.015,NORMAL,4,0,False
746,24.87,0.313,0.015,NORMAL,4,0,False
747,24.9,0.282,0.015,NORMAL,4,0,False
748,24.93,0.293,0.03,NORMAL,4,0,False
749,24.97,0.263,0.029,NORMAL,4,0,False
750,25.0,0.292,0.014,NORMAL,4,0,False
751,25.03,0.269,0.014,NORMAL,4,0,False
752,25.07,0.283,0.03,NORMAL,4,0,False
753,25.1,0.296,0.03,NORMAL,4,0,False
754,25.13,0.305,0.045,NORMAL,4,0,False
755,25.17,0.304,0.045,NORMAL,4,0,False
756,25.2,0.305,0.045,NORMAL,4,0,False
757,25.23,0.308,0.015,NORMAL,4,0,False
758,25.27,0.307,0.015,NORMAL,4,0,False
759,25.3,0.265,0.032,NORMAL,4,0,False
760,25.33,0.3,0.029,NORMAL,4,0,False
761,25.37,0.284,0.029,NORMAL,4,0,False
762,25.4,0.284,0.029,NORMAL,4,0,False
763,25.43,0.293,0.044,NORMAL,4,0,False
764,25.47,0.294,0.029,NORMAL,4,0,False
765,25.5,0.298,0.02,NORMAL,4,0,False
766,25.53,0.277,0.029,NORMAL,4,0,False
767,25.57,0.293,0.032,NORMAL,4,0,False
768,25.6,0.287,0.029,NORMAL,4,0,False
769,25.63,0.295,0.029,NORMAL,4,0,False
770,25.67,0.303,0.028,NORMAL,4,0,False
771,25.7,0.281,0.028,NORMAL,4,0,False
772,25.73,0.297,0.014,NORMAL,4,0,False
773,25.77,0.304,0.028,NORMAL,4,0,False
774,25.8,0.285,0.029,NORMAL,4,0,False
775,25.83,0.231,0.02,NORMAL,4,0,False
776,25.87,0.244,0.02,NORMAL,4,0,False
777,25.9,0.239,0.028,NORMAL,4,0,False
778,25.93,0.252,0.028,NORMAL,4,0,False
779,25.97,0.258,0.028,NORMAL,4,0,False
780,26.0,0.267,0.028,NORMAL,4,0,False
781,26.03,0.277,0.028,NORMAL,4,0,False
782,26.07,0.288,0.043,NORMAL,4,0,False
783,26.1,0.299,0.028,NORMAL,4,0,False
784,26.13,0.28,0.028,NORMAL,4,0,False
785,26.17,0.267,0.029,NORMAL,4,0,False
786,26.2,0.284,0.014,NORMAL,4,0,False
787,26.23,0.277,0.031,NORMAL,4,0,False
788,26.27,0.283,0.031,NORMAL,4,0,False
789,26.3,0.291,0.031,NORMAL,4,0,False
790,26.33,0.308,0.028,NORMAL,4,0,False
791,26.37,0.268,0.014,NORMAL,4,0,False
792,26.4,0.234,0.0,NORMAL,4,0,False
793,26.43,0.254,0.029,NORMAL,4,0,False
794,26.47,0.255,0.014,NORMAL,4,0,False
795,26.5,0.258,0.029,NORMAL,4,0,False
796,26.53,0.281,0.015,NORMAL,4,0,False
797,26.57,0.295,0.015,NORMAL,4,0,False
798,26.6,0.278,0.014,NORMAL,4,0,False
799,26.63,0.264,0.028,NORMAL,4,0,False
800,26.67,0.273,0.02,NORMAL,4,0,False
801,26.7,0.277,0.014,NORMAL,4,0,False
802,26.73,0.284,0.014,NORMAL,4,0,False
803,26.77,0.286,0.031,NORMAL,4,0,False
804,26.8,0.278,0.014,NORMAL,4,0,False
805,26.83,0.274,0.029,NORMAL,4,0,False
806,26.87,0.271,0.032,NORMAL,4,0,False
807,26.9,0.278,0.029,NORMAL,4,0,False
808,26.93,0.264,0.032,NORMAL,4,0,False
809,26.97,0.265,0.029,NORMAL,4,0,False
810,27.0,0.268,0.014,NORMAL,4,0,False
811,27.03,0.254,0.014,NORMAL,4,0,False
812,27.07,0.254,0.032,NORMAL,4,0,False
813,27.1,0.27,0.028,NORMAL,4,0,False
814,27.13,0.277,0.029,NORMAL,4,0,False
815,27.17,0.283,0.029,NORMAL,4,0,False
816,27.2,0.268,0.032,NORMAL,4,0,False
817,27.23,0.283,0.029,NORMAL,4,0,False
818,27.27,0.278,0.029,NORMAL,4,0,False
819,27.3,0.28,0.029,NORMAL,4,0,False
820,27.33,0.285,0.029,NORMAL,4,0,False
821,27.37,0.278,0.029,NORMAL,4,0,False
822,27.4,0.277,0.029,NORMAL,4,0,False
823,27.43,0.268,0.014,NORMAL,4,0,False
824,27.47,0.281,0.014,NORMAL,4,0,False
825,27.5,0.265,0.015,NORMAL,4,0,False
826,27.53,0.271,0.014,NORMAL,4,0,False
827,27.57,0.275,0.02,NORMAL,4,0,False
828,27.6,0.284,0.014,NORMAL,4,0,False
829,27.63,0.282,0.032,NORMAL,4,0,False
830,27.67,0.271,0.014,NORMAL,4,0,False
831,27.7,0.275,0.032,NORMAL,4,0,False
832,27.73,0.268,0.045,NORMAL,4,0,False
833,27.77,0.268,0.032,NORMAL,4,0,False
834,27.8,0.289,0.029,NORMAL,4,0,False
835,27.83,0.285,0.029,NORMAL,4,0,False
836,27.87,0.274,0.029,NORMAL,4,0,False
837,27.9,0.281,0.029,NORMAL,4,0,False
838,27.93,0.285,0.02,NORMAL,4,0,False
839,27.97,0.275,0.02,NORMAL,4,0,False
840,28.0,0.281,0.015,NORMAL,4,0,False
841,28.03,0.286,0.014,NORMAL,4,0,False
842,28.07,0.298,0.014,NORMAL,4,0,False
843,28.1,0.281,0.0,NORMAL,4,0,False
844,28.13,0.292,0.0,NORMAL,4,0,False
845,28.17,0.297,0.015,NORMAL,4,0,False
846,28.2,0.297,0.015,NORMAL,4,0,False
847,28.23,0.288,0.0,NORMAL,4,0,False
848,28.27,0.319,0.015,NORMAL,4,0,False
849,28.3,0.289,0.021,NORMAL,4,0,False
850,28.33,0.305,0.015,NORMAL,4,0,False
851,28.37,0.321,0.015,NORMAL,4,0,False
852,28.4,0.316,0.015,NORMAL,4,0,False
853,28.43,0.326,0.02,NORMAL,4,0,False
854,28.47,0.312,0.0,NORMAL,4,0,False
855,28.5,0.312,0.014,NORMAL,4,0,False
856,28.53,0.263,0.013,NORMAL,4,0,False
857,28.57,0.289,0.013,NORMAL,4,0,False
858,28.6,0.305,0.013,NORMAL,4,0,False
859,28.63,0.335,0.0,NORMAL,4,0,False
860,28.67,0.329,0.013,NORMAL,4,0,False
861,28.7,0.334,0.026,NORMAL,4,0,False
862,28.73,0.318,0.026,NORMAL,4,0,False
863,28.77,0.329,0.019,NORMAL,4,0,False
864,28.8,0.305,0.013,NORMAL,4,0,False
865,28.83,0.28,0.013,NORMAL,4,0,False
866,28.87,0.267,0.039,NORMAL,4,0,False
867,28.9,0.303,0.027,NORMAL,4,0,False
868,28.93,0.316,0.045,NORMAL,4,0,False
869,28.97,0.315,0.027,NORMAL,4,0,False
870,29.0,0.298,0.029,NORMAL,4,0,False
871,29.03,0.29,0.018,NORMAL,4,0,False
872,29.07,0.305,0.013,NORMAL,4,0,False
873,29.1,0.309,0.013,NORMAL,4,0,False
874,29.13,0.331,0.013,NORMAL,4,0,False
875,29.17,0.312,0.013,NORMAL,4,0,False
876,29.2,0.329,0.025,NORMAL,4,0,False
877,29.23,0.335,0.026,NORMAL,4,0,False
878,29.27,0.345,0.025,NORMAL,4,0,False
879,29.3,0.346,0.026,NORMAL,4,0,False
880,29.33,0.348,0.013,NORMAL,4,0,False
881,29.37,0.344,0.026,NORMAL,4,0,False
882,29.4,0.349,0.029,NORMAL,4,0,False
883,29.43,0.338,0.039,NORMAL,4,0,False
884,29.47,0.331,0.039,NORMAL,4,0,False
885,29.5,0.335,0.026,NORMAL,4,0,False
886,29.53,0.332,0.026,NORMAL,4,0,False
887,29.57,0.328,0.026,NORMAL,4,0,False
888,29.6,0.327,0.029,NORMAL,4,0,False
889,29.63,0.335,0.026,NORMAL,4,0,False
890,29.67,0.336,0.013,NORMAL,4,0,False
891,29.7,0.334,0.013,NORMAL,4,0,False
892,29.73,0.328,0.026,NORMAL,4,0,False
893,29.77,0.333,0.027,NORMAL,4,0,False
894,29.8,0.333,0.026,NORMAL,4,0,False
895,29.83,0.343,0.027,NORMAL,4,0,False
896,29.87,0.324,0.043,NORMAL,4,0,False
897,29.9,0.336,0.04,NORMAL,4,0,False
898,29.93,0.343,0.027,NORMAL,4,0,False
899,29.97,0.335,0.027,NORMAL,4,0,False
900,30.0,0.332,0.027,NORMAL,4,0,False
901,30.03,0.33,0.013,NORMAL,4,0,False
902,30.07,0.321,0.013,NORMAL,4,0,False
903,30.1,0.303,0.013,NORMAL,4,0,False
904,30.13,0.301,0.027,NORMAL,4,0,False
905,30.17,0.335,0.019,NORMAL,4,0,False
906,30.2,0.351,0.013,NORMAL,4,0,False
907,30.23,0.362,0.027,NORMAL,4,0,False
908,30.27,0.335,0.027,NORMAL,4,0,False
909,30.3,0.338,0.026,NORMAL,4,0,False
910,30.33,0.328,0.026,NORMAL,4,0,False
911,30.37,0.336,0.027,NORMAL,4,0,False
912,30.4,0.344,0.013,NORMAL,4,0,False
913,30.43,0.34,0.027,NORMAL,4,0,False
914,30.47,0.335,0.027,NORMAL,4,0,False
915,30.5,0.33,0.013,NORMAL,4,0,False
916,30.53,0.32,0.013,NORMAL,4,0,False
917,30.57,0.333,0.0,NORMAL,4,0,False
918,30.6,0.327,0.027,NORMAL,4,0,False
919,30.63,0.33,0.013,NORMAL,4,0,False
920,30.67,0.347,0.013,NORMAL,4,0,False
921,30.7,0.331,0.013,NORMAL,4,0,False
922,30.73,0.33,0.018,NORMAL,4,0,False
923,30.77,0.339,0.013,NORMAL,4,0,False
924,30.8,0.352,0.013,NORMAL,4,0,False
925,30.83,0.342,0.013,NORMAL,4,0,False
926,30.87,0.342,0.013,NORMAL,4,0,False
927,30.9,0.354,0.013,NORMAL,4,0,False
928,30.93,0.332,0.026,NORMAL,4,0,False
929,30.97,0.356,0.013,NORMAL,4,0,False
930,31.0,0.346,0.013,NORMAL,4,0,False
931,31.03,0.34,0.03,NORMAL,4,0,False
932,31.07,0.338,0.027,NORMAL,4,0,False
933,31.1,0.348,0.027,NORMAL,4,0,False
934,31.13,0.336,0.027,NORMAL,4,0,False
935,31.17,0.334,0.02,NORMAL,4,0,False
936,31.2,0.329,0.028,NORMAL,4,0,False
937,31.23,0.331,0.028,NORMAL,4,0,False
938,31.27,0.351,0.042,NORMAL,4,0,False
939,31.3,0.321,0.013,NORMAL,4,0,False
940,31.33,0.323,0.0,NORMAL,4,0,False
941,31.37,0.343,0.026,NORMAL,4,0,False
942,31.4,0.321,0.026,NORMAL,4,0,False
943,31.43,0.341,0.027,NORMAL,4,0,False
944,31.47,0.339,0.028,NORMAL,4,0,False
945,31.5,0.349,0.028,NORMAL,4,0,False
946,31.53,0.351,0.028,NORMAL,4,0,False
947,31.57,0.337,0.027,NORMAL,4,0,False
948,31.6,0.334,0.028,NORMAL,4,0,False
949,31.63,0.344,0.028,NORMAL,4,0,False
950,31.67,0.332,0.027,NORMAL,4,0,False
951,31.7,0.331,0.027,NORMAL,4,0,False
952,31.73,0.341,0.042,NORMAL,4,0,False
953,31.77,0.323,0.041,NORMAL,4,0,False
954,31.8,0.335,0.027,NORMAL,4,0,False
955,31.83,0.328,0.028,NORMAL,4,0,False
956,31.87,0.309,0.029,NORMAL,4,0,False
957,31.9,0.322,0.042,NORMAL,4,0,False
958,31.93,0.316,0.044,NORMAL,4,0,False
959,31.97,0.32,0.028,NORMAL,4,0,False
960,32.0,0.325,0.043,NORMAL,4,0,False
961,32.03,0.267,0.015,NORMAL,4,0,False
962,32.07,0.255,0.014,NORMAL,4,0,False
963,32.1,0.271,0.02,NORMAL,4,0,False
964,32.13,0.257,0.014,NORMAL,4,0,False
965,32.17,0.326,0.021,NORMAL,4,0,False
966,32.2,0.349,0.0,NORMAL,4,0,False
967,32.23,0.359,0.014,NORMAL,4,0,False
968,32.27,0.367,0.0,NORMAL,4,0,False
969,32.3,0.313,0.0,NORMAL,4,0,False
970,32.33,0.335,0.0,NORMAL,4,0,False
971,32.37,0.343,0.0,NORMAL,4,0,False
972,32.4,0.339,0.0,NORMAL,4,0,False
973,32.43,0.344,0.0,NORMAL,4,0,False
974,32.47,0.322,0.0,NORMAL,4,0,False
975,32.5,0.32,0.014,NORMAL,4,0,False
976,32.53,0.333,0.014,NORMAL,4,0,False
977,32.57,0.318,0.0,NORMAL,4,0,False
978,32.6,0.331,0.0,NORMAL,4,0,False
979,32.63,0.336,0.0,NORMAL,4,0,False
980,32.67,0.352,0.014,NORMAL,4,0,False
981,32.7,0.333,0.014,NORMAL,4,0,False
982,32.73,0.342,0.0,NORMAL,4,0,False
983,32.77,0.34,0.0,NORMAL,4,0,False
984,32.8,0.349,0.013,NORMAL,4,0,False
985,32.83,0.35,0.014,NORMAL,4,0,False
986,32.87,0.358,0.014,NORMAL,4,0,False
987,32.9,0.359,0.014,NORMAL,4,0,False
988,32.93,0.335,0.014,NORMAL,4,0,False
989,32.97,0.345,0.014,NORMAL,4,0,False
990,33.0,0.334,0.014,NORMAL,4,0,False
991,33.03,0.341,0.014,NORMAL,4,0,False
992,33.07,0.338,0.014,NORMAL,4,0,False
993,33.1,0.328,0.014,NORMAL,4,0,False
994,33.13,0.344,0.014,NORMAL,4,0,False
995,33.17,0.337,0.014,NORMAL,4,0,False
996,33.2,0.349,0.014,NORMAL,4,0,False
997,33.23,0.347,0.014,NORMAL,4,0,False
998,33.27,0.354,0.014,NORMAL,4,0,False
999,33.3,0.351,0.014,NORMAL,4,0,False
1000,33.33,0.335,0.014,NORMAL,4,0,False
1001,33.37,0.343,0.014,NORMAL,4,0,False
1002,33.4,0.338,0.014,NORMAL,4,0,False
1003,33.43,0.34,0.014,NORMAL,4,0,False
1004,33.47,0.343,0.014,NORMAL,4,0,False
1005,33.5,0.351,0.014,NORMAL,4,0,False
1006,33.53,0.348,0.014,NORMAL,4,0,False
1007,33.57,0.361,0.02,NORMAL,4,0,False
1008,33.6,0.361,0.014,NORMAL,4,0,False
1009,33.63,0.339,0.014,NORMAL,4,0,False
1010,33.67,0.331,0.0,NORMAL,4,0,False
1011,33.7,0.356,0.0,NORMAL,4,0,False
1012,33.73,0.355,0.0,NORMAL,4,0,False
1013,33.77,0.357,0.0,NORMAL,4,0,False
1014,33.8,0.346,0.0,NORMAL,4,0,False
1015,33.83,0.326,0.014,NORMAL,4,0,False
1016,33.87,0.318,0.014,NORMAL,4,0,False
1017,33.9,0.323,0.027,NORMAL,4,0,False
1018,33.93,0.32,0.014,NORMAL,4,0,False
1019,33.97,0.344,0.0,NORMAL,4,0,False
1020,34.0,0.331,0.013,NORMAL,4,0,False
1021,34.03,0.343,0.0,NORMAL,4,0,False
1022,34.07,0.351,0.014,NORMAL,4,0,False
1023,34.1,0.359,0.0,NORMAL,4,0,False
1024,34.13,0.355,0.0,NORMAL,4,0,False
1025,34.17,0.352,0.0,NORMAL,4,0,False
1026,34.2,0.363,0.0,NORMAL,4,0,False
1027,34.23,0.373,0.014,NORMAL,4,0,False
1028,34.27,0.363,0.013,NORMAL,4,0,False
1029,34.3,0.364,0.014,NORMAL,4,0,False
1030,34.33,0.359,0.014,NORMAL,4,0,False
1031,34.37,0.365,0.014,NORMAL,4,0,False
1032,34.4,0.355,0.0,NORMAL,4,0,False
1033,34.43,0.354,0.0,NORMAL,4,0,False
1034,34.47,0.358,0.0,NORMAL,4,0,False
1035,34.5,0.354,0.014,NORMAL,4,0,False
1036,34.53,0.346,0.0,NORMAL,4,0,False
1037,34.57,0.344,0.0,NORMAL,4,0,False
1038,34.6,0.338,0.019,NORMAL,4,0,False
1039,34.63,0.323,0.013,NORMAL,4,0,False
1040,34.67,0.343,0.0,NORMAL,4,0,False
1041,34.7,0.332,0.014,NORMAL,4,0,False
1042,34.73,0.334,0.0,NORMAL,4,0,False
1043,34.77,0.341,0.0,NORMAL,4,0,False
1044,34.8,0.342,0.014,NORMAL,4,0,False
1045,34.83,0.346,0.0,NORMAL,4,0,False
1046,34.87,0.356,0.014,NORMAL,4,0,False
1047,34.9,0.364,0.014,NORMAL,4,0,False
1048,34.93,0.356,0.013,NORMAL,4,0,False
1049,34.97,0.342,0.014,NORMAL,4,0,False
1050,35.0,0.346,0.0,NORMAL,4,0,False
1051,35.03,0.346,0.014,NORMAL,4,0,False
1052,35.07,0.357,0.014,NORMAL,4,0,False
1053,35.1,0.338,0.0,NORMAL,4,0,False
1054,35.13,0.316,0.014,NORMAL,4,0,False
1055,35.17,0.346,0.0,NORMAL,4,0,False
1056,35.2,0.324,0.043,NORMAL,4,0,False
1057,35.23,0.322,0.029,NORMAL,4,0,False
1058,35.27,0.274,0.029,NORMAL,4,0,False
1059,35.3,0.28,0.014,NORMAL,4,0,False
1060,35.33,0.304,0.015,NORMAL,4,0,False
1061,35.37,0.304,0.029,NORMAL,4,0,False
1062,35.4,0.321,0.029,NORMAL,4,0,False
1063,35.43,0.314,0.029,NORMAL,4,0,False
1064,35.47,0.308,0.029,NORMAL,4,0,False
1065,35.5,0.325,0.029,NORMAL,4,0,False
1066,35.53,0.325,0.029,NORMAL,4,0,False
1067,35.57,0.347,0.031,NORMAL,4,0,False
1068,35.6,0.32,0.028,NORMAL,4,0,False
1069,35.63,0.318,0.02,NORMAL,4,0,False
1070,35.67,0.335,0.031,NORMAL,4,0,False
1071,35.7,0.332,0.014,NORMAL,4,0,False
1072,35.73,0.312,0.028,NORMAL,4,0,False
1073,35.77,0.274,0.015,NORMAL,4,0,False
1074,35.8,0.321,0.0,NORMAL,4,0,False
1075,35.83,0.327,0.014,NORMAL,4,0,False
1076,35.87,0.33,0.02,NORMAL,4,0,False
1077,35.9,0.301,0.014,NORMAL,4,0,False
1078,35.93,0.289,0.02,NORMAL,4,0,False
1079,35.97,0.292,0.014,NORMAL,4,0,False
1080,36.0,0.317,0.02,NORMAL,4,0,False
1081,36.03,0.301,0.014,NORMAL,4,0,False
1082,36.07,0.308,0.014,NORMAL,4,0,False
1083,36.1,0.291,0.015,NORMAL,4,0,False
1084,36.13,0.229,0.02,NORMAL,4,0,False
1085,36.17,0.265,0.014,NORMAL,4,0,False
1086,36.2,0.291,0.033,NORMAL,4,0,False
1087,36.23,0.332,0.0,NORMAL,4,0,False
1088,36.27,0.265,0.035,NORMAL,4,0,False
1089,36.3,0.225,0.019,NORMAL,4,0,False
1090,36.33,0.25,0.028,NORMAL,4,0,False
1091,36.37,0.239,0.013,NORMAL,4,0,False
1092,36.4,0.275,0.013,NORMAL,4,0,False
1093,36.43,0.271,0.014,NORMAL,4,0,False
1094,36.47,0.29,0.014,NORMAL,4,0,False
1095,36.5,0.295,0.014,NORMAL,4,0,False
1096,36.53,0.28,0.0,NORMAL,4,0,False
1097,36.57,0.282,0.0,NORMAL,4,0,False
1098,36.6,0.302,0.014,NORMAL,4,0,False
1099,36.63,0.286,0.028,NORMAL,4,0,False
1100,36.67,0.307,0.021,NORMAL,4,0,False
1101,36.7,0.301,0.02,NORMAL,4,0,False
1102,36.73,0.317,0.021,NORMAL,4,0,False
1103,36.77,0.321,0.021,NORMAL,4,0,False
1104,36.8,0.3,0.014,NORMAL,4,0,False
1105,36.83,0.287,0.014,NORMAL,4,0,False
1106,36.87,0.304,0.02,NORMAL,4,0,False
1107,36.9,0.286,0.014,NORMAL,4,0,False
1108,36.93,0.262,0.014,NORMAL,4,0,False
1109,36.97,0.274,0.028,NORMAL,4,0,False
1110,37.0,0.315,0.014,NORMAL,4,0,False
1111,37.03,0.312,0.021,NORMAL,4,0,False
1112,37.07,0.305,0.015,NORMAL,4,0,False
1113,37.1,0.308,0.014,NORMAL,4,0,False
1114,37.13,0.298,0.021,NORMAL,4,0,False
1115,37.17,0.304,0.015,NORMAL,4,0,False
1116,37.2,0.291,0.021,NORMAL,4,0,False
1117,37.23,0.307,0.015,NORMAL,4,0,False
1118,37.27,0.298,0.015,NORMAL,4,0,False
1119,37.3,0.27,0.015,NORMAL,4,0,False
1120,37.33,0.287,0.015,NORMAL,4,0,False
1121,37.37,0.287,0.02,NORMAL,4,0,False
1122,37.4,0.288,0.02,NORMAL,4,0,False
1123,37.43,0.293,0.015,NORMAL,4,0,False
1124,37.47,0.287,0.0,NORMAL,4,0,False
1125,37.5,0.295,0.015,NORMAL,4,0,False
1126,37.53,0.291,0.015,NORMAL,4,0,False
1127,37.57,0.291,0.015,NORMAL,4,0,False
1128,37.6,0.262,0.021,NORMAL,4,0,False
1129,37.63,0.298,0.021,NORMAL,4,0,False
1130,37.67,0.307,0.0,NORMAL,4,0,False
1131,37.7,0.292,0.015,NORMAL,4,0,False
1132,37.73,0.275,0.015,NORMAL,4,0,False
1133,37.77,0.271,0.0,NORMAL,4,0,False
1134,37.8,0.286,0.015,NORMAL,4,0,False
1135,37.83,0.296,0.015,NORMAL,4,0,False
1136,37.87,0.3,0.0,NORMAL,4,0,False
1137,37.9,0.31,0.015,NORMAL,4,0,False
1138,37.93,0.308,0.015,NORMAL,4,0,False
1139,37.97,0.299,0.015,NORMAL,4,0,False
1140,38.0,0.311,0.02,NORMAL,4,0,False
1141,38.03,0.314,0.021,NORMAL,4,0,False
1142,38.07,0.3,0.032,NORMAL,4,0,False
1143,38.1,0.258,0.02,NORMAL,4,0,False
1144,38.13,0.297,0.015,NORMAL,4,0,False
1145,38.17,0.287,0.0,NORMAL,4,0,False
1146,38.2,0.302,0.015,NORMAL,4,0,False
1147,38.23,0.294,0.021,NORMAL,4,0,False
1148,38.27,0.308,0.015,NORMAL,4,0,False
1149,38.3,0.317,0.015,NORMAL,4,0,False
1150,38.33,0.306,0.015,NORMAL,4,0,False
1151,38.37,0.297,0.015,NORMAL,4,0,False
1152,38.4,0.263,0.015,NORMAL,4,0,False
1153,38.43,0.278,0.021,NORMAL,4,0,False
1154,38.47,0.284,0.014,NORMAL,4,0,False
1155,38.5,0.287,0.015,NORMAL,4,0,False
1156,38.53,0.294,0.015,NORMAL,4,0,False
1157,38.57,0.294,0.015,NORMAL,4,0,False
1158,38.6,0.307,0.015,NORMAL,4,0,False
1159,38.63,0.309,0.014,NORMAL,4,0,False
1160,38.67,0.313,0.015,NORMAL,4,0,False
1161,38.7,0.327,0.0,NORMAL,4,0,False
1162,38.73,0.314,0.0,NORMAL,4,0,False
1163,38.77,0.294,0.02,NORMAL,4,0,False
1164,38.8,0.295,0.0,NORMAL,4,0,False
1165,38.83,0.3,0.014,NORMAL,4,0,False
1166,38.87,0.308,0.021,NORMAL,4,0,False
1167,38.9,0.313,0.015,NORMAL,4,0,False
1168,38.93,0.323,0.033,NORMAL,4,0,False
1169,38.97,0.322,0.015,NORMAL,4,0,False
1170,39.0,0.316,0.021,NORMAL,4,0,False
1171,39.03,0.318,0.021,NORMAL,4,0,False
1172,39.07,0.313,0.015,NORMAL,4,0,False
1173,39.1,0.316,0.015,NORMAL,4,0,False
1174,39.13,0.313,0.021,NORMAL,4,0,False
1175,39.17,0.315,0.015,NORMAL,4,0,False
1176,39.2,0.32,0.015,NORMAL,4,0,False
1177,39.23,0.302,0.015,NORMAL,4,0,False
1178,39.27,0.3,0.021,NORMAL,4,0,False
1179,39.3,0.307,0.014,NORMAL,4,0,False
1180,39.33,0.288,0.0,NORMAL,4,0,False
1181,39.37,0.3,0.02,NORMAL,4,0,False
1182,39.4,0.293,0.02,NORMAL,4,0,False
1183,39.43,0.3,0.021,NORMAL,4,0,False
1184,39.47,0.315,0.021,NORMAL,4,0,False
1185,39.5,0.318,0.03,NORMAL,4,0,False
1186,39.53,0.327,0.03,NORMAL,4,0,False
1187,39.57,0.318,0.03,NORMAL,4,0,False
1188,39.6,0.328,0.029,NORMAL,4,0,False
1189,39.63,0.328,0.033,NORMAL,4,0,False
1190,39.67,0.324,0.03,NORMAL,4,0,False
1191,39.7,0.325,0.021,NORMAL,4,0,False
1192,39.73,0.329,0.015,NORMAL,4,0,False
1193,39.77,0.328,0.015,NORMAL,4,0,False
1194,39.8,0.337,0.03,NORMAL,4,0,False
1195,39.83,0.343,0.045,NORMAL,4,0,False
1196,39.87,0.335,0.03,NORMAL,4,0,False
1197,39.9,0.324,0.03,NORMAL,4,0,False
1198,39.93,0.328,0.015,NORMAL,4,0,False
1199,39.97,0.323,0.03,NORMAL,4,0,False
1200,40.0,0.316,0.03,NORMAL,4,0,False
1201,40.03,0.323,0.03,NORMAL,4,0,False
1202,40.07,0.325,0.015,NORMAL,4,0,False
1203,40.1,0.327,0.015,NORMAL,4,0,False
1204,40.13,0.332,0.015,NORMAL,4,0,False
1205,40.17,0.327,0.03,NORMAL,4,0,False
1206,40.2,0.329,0.015,NORMAL,4,0,False
1207,40.23,0.336,0.031,NORMAL,4,0,False
1208,40.27,0.332,0.034,NORMAL,4,0,False
1209,40.3,0.322,0.015,NORMAL,4,0,False
1210,40.33,0.26,0.034,NORMAL,4,0,False
1211,40.37,0.236,0.034,NORMAL,4,0,False
1212,40.4,0.247,0.031,NORMAL,4,0,False
1213,40.43,0.286,0.031,NORMAL,4,0,False
1214,40.47,0.326,0.015,NORMAL,4,0,False
1215,40.5,0.305,0.034,NORMAL,4,0,False
1216,40.53,0.312,0.015,NORMAL,4,0,False
1217,40.57,0.31,0.015,NORMAL,4,0,False
1218,40.6,0.325,0.015,NORMAL,4,0,False
1219,40.63,0.307,0.015,NORMAL,4,0,False
1220,40.67,0.32,0.0,NORMAL,4,0,False
1221,40.7,0.312,0.015,NORMAL,4,0,False
1222,40.73,0.299,0.015,NORMAL,4,0,False
1223,40.77,0.31,0.015,NORMAL,4,0,False
1224,40.8,0.302,0.015,NORMAL,4,0,False
1225,40.83,0.301,0.0,NORMAL,4,0,False
1226,40.87,0.3,0.015,NORMAL,4,0,False
1227,40.9,0.3,0.0,NORMAL,4,0,False
1228,40.93,0.306,0.022,NORMAL,4,0,False
1229,40.97,0.306,0.021,NORMAL,4,0,False
1230,41.0,0.312,0.015,NORMAL,4,0,False
1231,41.03,0.3,0.015,NORMAL,4,0,False
1232,41.07,0.292,0.0,NORMAL,4,0,False
